date,399967.SZ,399975.CSI,399006.SZ,399707.CSI,399394.SZ,399990.SZ,399004.SZ,399811.CSI,399973.CSI,000300.SH,399976.CSI,399673.SZ,399959.SZ,399970.CSI,399986.CSI,000827.SH,399395.SZ,399966.SZ,399971.CSI,399803.SZ
20130806,5238.474,542.3525,1211.782,4217.73,6226.426,1433.818,3193.75,1851.28,782.472,2293.641,1193.419,1180.9731,758.463,1423.697,3565.963,1115.012,3497.328,3412.803,1460.202,1355.768
20130807,5199.591,536.8454,1175.702,4183.67,6124.324,1431.549,3164.943,1817.9,781.462,2280.623,1177.29,1146.9596,748.804,1392.593,3559.964,1111.121,3480.421,3376.6818,1408.234,1323.63
20130808,5173.116,529.0954,1185.955,4118.7,6207.47,1422.55,3173.423,1883.25,775.71,2276.782,1174.299,1156.5212,746.3,1403.909,3554.3022,1109.226,3506.244,3338.8504,1410.316,1328.715
20130809,5149.438,535.271,1172.519,4167.92,6217.591,1448.506,3180.077,1884.59,776.64,2286.01,1183.897,1139.6395,746.4,1385.371,3551.9627,1109.163,3658.483,3368.2525,1393.365,1321.438
20130812,5214.833,556.1278,1161.872,4325.07,6212.05,1557.601,3254.864,1878.04,787.801,2352.794,1210.798,1130.0953,757.732,1376.672,3678.6272,1131.175,3821.787,3502.1002,1372.083,1326.025
20130813,5242.809,555.0258,1172.329,4316.29,6193.207,1551.729,3259.412,1923.16,791.64,2359.068,1217.577,1142.0888,761.984,1389.02,3723.7297,1138.11,3796.414,3505.5258,1388.254,1343.084
20130814,5219.194,548.7581,1180.656,4268.16,6163.929,1535.844,3247.937,1892.09,784.518,2349.08,1207.862,1151.3882,763.335,1402.114,3707.3619,1124.057,3742.732,3481.5314,1408.691,1352.092
20130815,5167.186,539.8417,1167.094,4202.59,5979.844,1510.467,3205.563,1865.42,775.288,2321.576,1186.612,1140.8665,752.02,1396.356,3667.9891,1110.301,3732.02,3436.3546,1404.43,1332.027
20130816,5052.98,540.6384,1132.086,4200.77,5847.669,1495.93,3163.373,1808.06,758.344,2304.144,1158.7,1106.0919,734.684,1347.388,3699.0345,1085.598,3677.831,3430.4968,1356.59,1295.886
20130819,5149.374,528.7166,1171.402,4116.84,5940.174,1511.055,3204.619,1841.94,767.908,2331.43,1184.761,1144.0533,755.123,1383.66,3759.0949,1102.879,3763.901,3385.0996,1386.673,1341.801
20130820,5150.696,517.8125,1175.783,4033.54,5889.874,1483.807,3180.307,1840.26,764.885,2312.465,1178.573,1148.6671,755.328,1390.657,3765.8081,1102.208,3685.514,3319.2559,1394.004,1347.908
20130821,5184.587,520.2173,1181.34,4053.98,5893.011,1507.805,3180.948,1859.98,769.649,2308.589,1186.441,1153.1666,760.665,1406.268,3734.7589,1112.455,3719.188,3336.1739,1394.877,1359.395
20130822,5177.868,516.5077,1197.134,4026.23,5947.919,1488.024,3183.074,1873.14,768.112,2303.932,1199.53,1167.4868,762.63,1429.72,3730.0259,1109.593,3661.698,3318.5599,1430.358,1361.709
20130823,5173.291,509.4766,1219.825,3968.51,5976.272,1466.442,3162.908,1880.23,768.158,2286.929,1201.835,1198.8442,758.54,1452.417,3675.7563,1104.103,3643.826,3277.6727,1486.485,1355.881
20130826,5266.7,535.9104,1238.172,4173.65,6062.743,1498.698,3228.693,1917.77,780.552,2335.616,1218.155,1220.6134,776.561,1485.537,3743.8891,1123.319,3725.018,3426.9923,1510.344,1381.895
20130827,5334.276,536.4567,1250.751,4185.03,6067.046,1510.803,3233.188,1895.54,794.941,2340.881,1224.85,1238.0671,783.732,1503.553,3745.7176,1124.347,3772.954,3432.642,1536.983,1390.832
20130828,5468.583,529.2529,1227.995,4129.54,5916.779,1534.548,3199.248,1868.96,827.501,2328.056,1205.571,1211.9851,792.821,1482.3,3723.0988,1108.016,3905.417,3388.3212,1519.392,1352.804
20130829,5343.746,532.5809,1226.296,4152.59,5917.415,1501.291,3184.127,1845.37,807.625,2318.311,1193.274,1209.4818,779.112,1482.446,3722.0127,1103.314,3812.41,3404.0886,1515.884,1339.295
20130830,5222.438,538.3539,1185.145,4193.35,5817.265,1477.43,3165.092,1796.18,793.106,2313.91,1166.785,1167.8443,766.57,1418.981,3728.6892,1084.686,3735.775,3467.0697,1429.693,1289.411
20130902,5287.326,539.7114,1210.185,4208.98,5851.169,1496.805,3194.023,1836.05,804.51,2320.344,1186.949,1194.953,779.257,1443.458,3737.7841,1098.399,3774.41,3475.0253,1462.878,1314.165
20130903,5334.85,540.945,1234.587,4223.89,5933.455,1520,3240.361,1866.8,808.364,2354.502,1215.042,1217.7855,784.622,1471.018,3810.5438,1115.48,3777.78,3499.8305,1501.709,1340.475
20130904,5419.588,535.9806,1236.35,4185.94,5881.794,1528.259,3228.823,1861.83,827.593,2350.699,1213.898,1224.5933,791.267,1473.359,3810.6752,1116.001,3804.201,3473.9573,1503.753,1335.482
20130905,5389.62,530.5102,1267.26,4145.42,5887.251,1505.763,3214.084,1862.45,819.803,2341.735,1209.059,1259.5928,788.172,1505.177,3812.4172,1123.18,3733.978,3446.5853,1574.016,1342.937
20130906,5524.541,534.6584,1282.746,4178.69,5911.333,1513.477,3217.146,1861.64,844.036,2357.782,1233.937,1277.5074,802.251,1520.487,3871.3205,1128.819,3748.542,3478.8152,1596.547,1355.473
20130909,5605.27,564.404,1275.912,4409.67,5883.08,1540.932,3282.902,1864.88,861.012,2440.609,1245.141,1273.9397,811.345,1526.024,4187.556,1138.72,3832.473,3679.7575,1600.826,1354.408
20130910,5614.2,587.1516,1263.589,4607.55,5831.458,1583.032,3317.473,1853.81,854.253,2474.894,1250.965,1258.7516,811.654,1529.214,4204.3594,1154.076,3874.316,3809.6824,1600.753,1349.909
20130911,5481.082,583.9755,1220.705,4587.9,5789.575,1605.338,3316.836,1765.43,828.704,2482.889,1255.67,1211.5355,796.401,1475.808,4185.3397,1138.222,3934.068,3795.0742,1532.925,1322.152
20130912,5503.165,598.7998,1220.633,4722.97,5791.732,1590.622,3321.582,1752.11,837.32,2507.455,1243.173,1216.1644,801.381,1493.559,4333.6046,1135.858,3872.227,3898.2987,1557.847,1317.799
20130913,5519.753,589.1354,1253.448,4648.45,5844.262,1560.626,3324.28,1780.69,842.738,2488.902,1247.328,1253.843,804.214,1521.854,4250.9882,1138.866,3847.652,3833.6992,1607.251,1325.445
20130916,5570.2,578.991,1278.798,4555.77,5894.727,1548.988,3312.092,1799.2,851.865,2478.39,1241.301,1272.8748,809.41,1549.605,4225.0831,1142.118,3809.007,3784.8629,1644.911,1333.912
20130917,5506.64,567.7115,1269.36,4469.97,5818.252,1507.124,3253.593,1761.29,841.797,2427.322,1223.881,1264.3665,800.816,1538.017,4111.8026,1129.181,3711.094,3706.9994,1631.508,1313.693
20130918,5530.111,572.7391,1289.642,4511.73,5896.023,1516.266,3255.617,1751.88,844.028,2432.51,1226.392,1289.777,802.602,1571.477,4114.3704,1134.23,3723.432,3729.3493,1681.668,1323.183
20130923,5617.396,578.2862,1326.091,4552.73,6041.171,1537.879,3341.479,1813.98,854.37,2472.288,1252.914,1325.975,820.696,1635.016,4132.6566,1161.357,3780.259,3768.2039,1752.573,1362.254
20130924,5654.269,563.2833,1328.404,4430.65,6048.462,1517.099,3324.128,1843.54,859.148,2443.885,1254.005,1320.3299,826.105,1655.948,4011.8812,1161.349,3718.225,3662.9177,1752.407,1382.644
20130925,5621.037,558.299,1323.04,4397.85,6001.848,1512.577,3299.113,1839.35,856.571,2429.03,1233.977,1320.4956,821.751,1667.45,3988.293,1148.033,3722.116,3635.4729,1766.787,1381.621
20130926,5485.068,547.0697,1306.344,4318.38,6091.78,1480.421,3236.62,1805.53,837.214,2384.443,1214.779,1302.3856,805.135,1625.174,3905.4404,1126.596,3665.926,3545.8651,1699.423,1357.382
20130927,5444.785,559.5043,1323.759,4418.55,6204.178,1496.117,3247.762,1820.36,826.186,2394.971,1212.499,1318.8036,799.026,1642.135,3923.2254,1135.234,3695.013,3612.8479,1744.828,1348.995
20130930,5500.83,553.007,1367.912,4367.05,6224.306,1497.977,3264.292,1843.73,830.33,2409.037,1221.922,1371.8605,806.541,1712.403,3933.9688,1149.759,3717.873,3584.2206,1846.277,1368.75
20131008,5652.478,559.644,1387.663,4414.29,6233.039,1511.082,3330.3,1857.52,852.595,2441.811,1237.304,1394.819,832.349,1744.27,3959.5513,1180.215,3728.768,3622.2695,1842.243,1410.166
20131009,5723.682,562.3679,1415.833,4434.37,6240.688,1511.963,3339.031,1847.8,865.268,2453.583,1247.164,1427.9345,840.827,1772.51,3996.5204,1191.963,3725.869,3638.7354,1882.802,1430.482
20131010,5692.807,543.3171,1378.148,4293.96,6159.778,1505.379,3338.469,1832.92,863.978,2429.317,1239.749,1384.3156,836.998,1752.157,3919.6044,1185.449,3714.637,3529.2724,1808.255,1425.635
20131011,5753.051,553.5165,1379.9,4396.02,6226.167,1524.74,3372.024,1837.03,870.015,2468.508,1259.218,1380.7856,846.065,1756.919,4016.5288,1209.252,3747.897,3606.6257,1786.626,1444.557
20131014,5797.006,548.5609,1393.602,4362.98,6184.389,1545.576,3385.13,1848.77,873.37,2472.542,1254.272,1390.5361,852.401,1782.856,3962.1451,1232.369,3718.608,3592.479,1818.37,1470.585
20131015,5762.319,549.8665,1389.749,4380.62,6266.988,1543.75,3366.917,1817.43,868.758,2467.517,1255.693,1390.1435,848.462,1761.885,3910.2454,1226.75,3740.021,3594.2042,1819.299,1463.249
20131016,5572.994,535.5304,1335.1,4261.18,6154.172,1507.549,3292.389,1795.88,841.44,2421.371,1215.56,1329.9581,821.07,1695.486,3877.8737,1202.035,3667.503,3494.3812,1711.233,1417.572
20131017,5557.018,536.9373,1322.988,4271.75,6113.702,1541.208,3287.792,1819.12,836.917,2413.33,1218.094,1313.8079,817.333,1659.434,3858.8615,1224.586,3650.908,3486.3028,1674.971,1413.568
20131018,5650.961,545.2169,1349.937,4330.45,6122.527,1528.75,3309.303,1804.99,852.651,2426.054,1227.257,1345.2046,828.899,1699.866,3877.6036,1222.118,3652.71,3527.8084,1713.397,1428.965
20131021,5792.641,552.0989,1400.967,4402.38,6270.782,1551.338,3374.073,1858.12,869.39,2471.322,1251.962,1397.6721,849.415,1770.637,3923.1795,1268.828,3677.45,3574.93,1768.508,1474.727
20131022,5713.836,543.9674,1350.473,4337.03,6233.495,1577.819,3328.442,1846.89,859.94,2445.891,1244.508,1336.7328,835.364,1692.893,3870.8923,1266.076,3666.068,3519.6256,1654.708,1449.349
20131023,5552.75,542.2997,1311.231,4317.93,6125.105,1570.165,3279.228,1808.24,839.449,2418.491,1226.086,1295.3987,809.018,1635.48,3902.3774,1236.551,3664.096,3508.5345,1617.24,1388.958
20131024,5535.387,533.5892,1295.932,4248.12,6088.962,1527.033,3265.335,1784.39,836.438,2400.511,1219.376,1278.5768,805.353,1629.836,3882.4732,1221.505,3604.499,3445.6401,1606.89,1375.705
20131025,5405.407,529.2103,1269.171,4210.1,5926.76,1498.665,3213.455,1737.01,815.775,2368.559,1200.098,1251.4022,784.274,1583.454,3910.1147,1209.961,3521.804,3420.6646,1561.654,1339.71
20131028,5434.546,528.433,1279.05,4217.07,5859.129,1461.442,3204.785,1754.54,823.217,2365.954,1183.204,1263.6038,787.579,1594.455,3901.7879,1204.338,3495.609,3435.6183,1568.17,1337.293
20131029,5280.212,537.0117,1261.684,4279.44,5779.908,1421.5,3200.308,1730.11,798.022,2372.053,1142.157,1255.9545,766.214,1563.067,4015.4564,1168.614,3440.4,3500.4119,1532.616,1307.054
20131030,5404.397,540.9948,1273.291,4324.15,5852.076,1447.141,3254.056,1731.14,820.362,2407.471,1166.375,1265.6378,784.946,1578.948,4043.8106,1178.776,3481.924,3530.4686,1545.763,1329.22
20131031,5332.262,534.9808,1235.555,4262.18,5749.166,1439.35,3213.3,1691.1,808.609,2373.718,1154.564,1224.799,776.751,1523.769,3962.1721,1151.452,3461.52,3490.6364,1503.824,1299.118
20131101,5322.929,540.9633,1221.962,4289.29,5778.094,1442.997,3216.471,1700.69,806.869,2384.96,1161.575,1205.0411,777.336,1500.775,4006.8882,1147.165,3505.099,3537.6428,1490.96,1294.418
20131104,5343.899,536.0145,1222.456,4254.76,5717.597,1442.002,3216.902,1712.43,808.721,2380.454,1169.483,1201.6466,783.112,1503.247,3974.2875,1163.226,3494.185,3504.2279,1484.597,1303.606
20131105,5380.479,534.0301,1260.025,4239,5733.202,1445.51,3233.165,1714.52,811.46,2383.769,1182.391,1245.3528,790.32,1549.522,3948.9217,1178.821,3518.715,3489.8684,1541.461,1321.319
20131106,5355.703,524.7324,1241.789,4179.5,5654.869,1456.893,3185.521,1702.19,808.591,2353.568,1168.477,1223.3265,780.468,1522.38,3883.3897,1173.416,3494.03,3433.1063,1498.845,1310.369
20131107,5280.22,519.7797,1224.05,4137.98,5559.444,1460.718,3160.759,1656.57,796.618,2340.552,1145.196,1205.3411,768.77,1496.264,3902.5788,1160.125,3459.711,3409.8685,1489.68,1287.565
20131108,5196.679,501.8461,1211.11,3988.33,5482.29,1429.058,3116.682,1630.91,787.618,2307.945,1125.344,1196.1271,757.592,1482.518,3873.2171,1142.762,3384.483,3309.4091,1477.035,1264.33
20131111,5217.937,501.4378,1212.689,3999.4,5627.475,1425.855,3126.19,1668.49,788.267,2315.889,1140.261,1193.0334,762.985,1478.532,3878.5077,1145.722,3356.036,3308.6362,1456.581,1279.802
20131112,5277.142,507.5339,1228.346,4048.2,5708.329,1451.123,3158.851,1673.8,797.171,2340,1145.98,1210.7344,769.104,1490.717,3926.9148,1154.425,3386.594,3370.2368,1480.754,1290.97
20131113,5311.852,491.6487,1212.08,3917.25,5610.274,1410.847,3099.139,1647.99,804.82,2288.116,1120.817,1195.7745,766.856,1469.378,3803.2791,1126.555,3323.986,3270.7293,1478.447,1262.126
20131114,5583.833,494.6802,1249.667,3951.36,5692.963,1425.303,3124.531,1680.21,850.451,2304.501,1133.941,1236.2457,796.744,1511.475,3771.5506,1140.582,3348.429,3294.1877,1535.792,1286.982
20131115,5756.067,521.0067,1269.052,4153.28,5742.41,1452.091,3180.223,1699.04,880.073,2350.734,1154.231,1255.5665,818.035,1543.632,3820.9927,1165.556,3412.874,3458.99,1566.057,1322.298
20131118,5985.513,554.4419,1291.151,4425.53,5798.842,1487.436,3257.158,1750.27,919.259,2428.903,1178.936,1275.1574,844.279,1583.294,3984.1412,1190.805,3478.403,3714.3183,1594.955,1350.751
20131119,5967.585,547.7727,1298.166,4390.65,5775.205,1494.227,3240.815,1760.78,914.914,2412.163,1177.426,1283.2907,839.9,1595.078,3924.4003,1194.645,3463.332,3693.4822,1622.54,1357.693
20131120,6234.21,550.9689,1299.264,4412.16,5801.973,1498.052,3257.338,1762.73,966.465,2424.85,1186.578,1283.9299,871.173,1609.044,3933.6894,1205.054,3477.57,3715.069,1623.318,1376.278
20131121,6088.478,547.474,1298.953,4373.51,5793.572,1519.555,3237.642,1754.02,942.34,2409.989,1177.44,1287.2043,857.164,1620.915,3921.9035,1196.789,3442.331,3662.5802,1633.047,1371.23
20131122,6085.845,547.6277,1295.067,4381.86,5754.527,1506.814,3217.649,1730.84,943.319,2397.962,1177.633,1287.8234,853.912,1609.342,3900.2143,1187.557,3445.932,3664.5688,1611.251,1364.071
20131125,6229.256,543.3329,1293.795,4344.75,5765.74,1489.036,3207.414,1740,965.814,2388.629,1171.043,1286.1729,864.741,1599.937,3868.1134,1183.499,3413.802,3645.7641,1596.32,1372.354
20131126,6253.705,546.702,1291.854,4363.14,5769.996,1486.168,3204.122,1769.32,966.86,2387.416,1173.362,1279.3107,866.687,1602.744,3860.2793,1183.312,3411.122,3657.6472,1580.176,1398.075
20131127,6485.882,564.1603,1329.477,4495.85,5814.753,1507.796,3239.314,1825.69,1006.43,2414.481,1194.654,1323.3317,893.172,1650.448,3877.5878,1202.389,3438.692,3759.8863,1643.944,1415.794
20131128,6429.383,562.8227,1336.661,4493.86,5865.277,1527.625,3279.554,1843.67,994.065,2439.53,1210.688,1330.8384,888.619,1654.936,3901.6164,1208.912,3569.363,3753.1839,1647.717,1422.716
20131129,6639.372,563.1767,1366.834,4502.7,5925.435,1520.372,3279.96,1859.09,1030.349,2438.944,1213.343,1363.2555,909.837,1679.707,3892.8715,1219.354,3532.354,3754.2045,1687.962,1444.544
20131202,6179.261,591.2564,1253.929,4696.46,5722.707,1459.712,3203.735,1777.77,957.769,2418.788,1163.014,1246.8908,853.669,1565.553,3959.5685,1154.77,3476.578,3910.0551,1555.877,1347.162
20131203,6312.054,589.6246,1255.329,4675.05,5839.354,1485.687,3254.73,1803.23,977.939,2442.784,1186.87,1240.5474,874.387,1578.699,3943.4593,1177.88,3528.878,3894.9796,1552.215,1379.436
20131204,6332.672,589.4814,1240.287,4667.21,5913.808,1506.196,3299.217,1838.6,981.947,2475.135,1203.846,1218.8116,882.937,1592.301,3971.0216,1194.189,3550.817,3921.0901,1543.684,1395.769
20131205,6240.845,594.0589,1202.066,4699.1,5913.514,1511.889,3284.544,1797.36,968.109,2468.197,1213.732,1175.423,869.709,1567.82,3943.5055,1195.314,3543.557,3940.5468,1505.219,1375.389
20131206,6153.233,582.0275,1206.783,4600.03,5898.049,1502.026,3277.196,1764.53,950.544,2452.287,1209.622,1183.2023,856.537,1563.423,3924.4197,1192.931,3537.961,3856.6229,1527.724,1364.208
20131209,6232.984,580.9372,1241.715,4590.33,5908.445,1499.827,3282.513,1778.2,960.527,2450.872,1211.499,1225.7916,865.002,1589.557,3895.4223,1206.28,3526.227,3857.7061,1573.062,1379.982
20131210,6145.202,582.599,1231.921,4595.19,5859.579,1491.957,3288.18,1779.21,946.432,2453.322,1210.304,1213.9857,857.155,1594.026,3911.7594,1200.62,3526.081,3860.3942,1565.126,1377.318
20131211,6095.726,564.3363,1244.505,4453.58,5814.403,1464.334,3240.223,1762.97,938.499,2412.763,1197.3,1231.7346,850.661,1592.933,3848.4367,1189.735,3475.454,3728.9638,1571.087,1368.714
20131212,6108.258,563.2401,1279.318,4442.07,5860.606,1466.203,3240.645,1793.05,938.363,2410.015,1202.919,1273.9185,851.394,1621.57,3826.6094,1194.16,3451.615,3712.1347,1616.62,1382.365
20131213,6128.52,567.6843,1278.143,4475.48,5883.744,1462.079,3249.959,1786.82,938.433,2406.639,1205.183,1269.2657,852.682,1615.506,3798.0972,1199.896,3441.016,3743.5679,1601.275,1398.823
20131216,5996.662,555.304,1279.958,4385.6,5784.754,1435.074,3195.527,1765.27,917.746,2367.923,1188.147,1274.8176,831.794,1594.807,3774.8792,1185.451,3363.729,3676.1308,1590.823,1386.357
20131217,6073.504,555.3419,1267.673,4389.76,5830.84,1428.304,3170.221,1754.48,933.309,2356.376,1181.196,1254.1438,838.365,1572.545,3763.5976,1173.989,3349.624,3674.0545,1553.982,1378.343
20131218,5990.498,560.4341,1256,4426.28,5867.102,1425.326,3179.175,1759.77,915.367,2357.226,1180.684,1236.3248,830.404,1555.681,3774.0151,1174.329,3347.898,3691.1162,1523.027,1372.405
20131219,5904.899,559.4402,1256.084,4413.49,5816.913,1427.606,3152.28,1731.7,899.844,2332.41,1174.345,1236.4996,819.295,1538.484,3720.9215,1166.979,3330.315,3671.136,1513.276,1364.239
20131220,5808.404,545.6875,1253.714,4300.74,5785.752,1395.898,3089.944,1702.37,882.884,2278.136,1154.377,1236.0655,805.831,1523.596,3603.7153,1149.223,3210.651,3563.8125,1503.011,1353.83
20131223,5875.827,544.6342,1242.806,4300.39,5949.352,1372.249,3094.112,1699.76,900.196,2284.602,1155.382,1217.0469,809.044,1497.279,3615.3259,1145.571,3198.146,3574.0615,1474.334,1349.853
20131224,5928.09,542.6584,1258.823,4294.52,5927.904,1380.326,3108.119,1733,904.584,2288.248,1163.044,1236.0924,816.983,1517.105,3602.5155,1155.013,3206.775,3576.0024,1491.912,1374.635
20131225,6031.369,552.8865,1288.341,4362.49,5929.686,1378.874,3139.205,1783.23,921.498,2305.11,1177.632,1266.1102,830.308,1558.974,3609.1515,1175.368,3231.506,3628.6103,1535.968,1406.638
20131226,5941.8574,543.7605,1269.535,4296.4,5891.706,1346.755,3076.021,1749.17,908.816,2265.334,1157.879,1244.6201,816.253,1534.411,3559.0394,1154.098,3195.63,3572.5976,1497.545,1394.084
20131227,6114.4965,555.3718,1294.302,4379.1,5939.709,1360.204,3133.168,1788.65,931.926,2303.478,1179.242,1270.4744,842.796,1563.271,3618.1452,1176.466,3222.409,3654.5427,1522.744,1430.633
20131230,6127.1705,555.2641,1307.988,4378.54,5938.112,1351.291,3122.948,1772.44,932.87,2299.458,1180.106,1287.0026,842.531,1571.088,3614.3038,1180.123,3215.827,3645.7848,1540.097,1451.844
20131231,6096.0219,565.3455,1304.444,4460.04,5987.087,1365.351,3160.897,1778.72,925.608,2330.026,1188.468,1284.7172,840.29,1572.048,3687.6713,1182.953,3241.921,3711.6119,1537.699,1446.311
20140102,6177.7561,560.8615,1333.003,4424.26,6102.515,1349.677,3168.575,1854.61,940.919,2321.978,1194.383,1311.9751,852.093,1605.97,3655.9718,1193.945,3239.828,3673.1607,1555.954,1468.843
20140103,6133.7156,546.3786,1352.84,4305.76,6062.388,1332.394,3146.012,1879.45,930.166,2290.779,1186.894,1333.3954,840.616,1613.073,3595.3592,1190.029,3234.7,3576.7483,1583.488,1465.944
20140106,5914.1335,545.6085,1323.328,4293.72,5931.54,1281.514,3061.609,1832.52,896.058,2238.637,1162.181,1298.2932,807.058,1569.954,3558.7718,1166.479,3148.221,3563.916,1550.263,1414.085
20140107,5943.918,541.5291,1352.276,4259.6,5995.303,1276.529,3062.093,1857.45,902.419,2238.001,1177.652,1328.3374,811.904,1603.13,3548.2099,1180.342,3145.712,3539.3647,1569.893,1433.825
20140108,6057.7567,546.1839,1405.023,4289.74,6046.736,1263.103,3070.48,1875.86,921.44,2241.911,1181.402,1387.2164,827.009,1646.354,3567.8701,1193.256,3114.625,3566.3102,1638.206,1450.298
20140109,5915.3921,536.55,1380.244,4210.01,6001.629,1252.114,3037.003,1825.12,897.2,2222.221,1163.429,1363.7941,803.917,1633.319,3569.0264,1172.603,3048.32,3504.2101,1628.126,1422.575
20140110,5773.4396,525.4815,1353.302,4125.95,5884.733,1241.59,2994.799,1762.72,877.723,2204.851,1142.802,1339.4567,784.049,1606.726,3583.4903,1146.145,3046.303,3446.1749,1592.822,1394.178
20140113,5717.4243,521.7723,1362.788,4087.77,5850.887,1243.929,2966.092,1750.8,871.669,2193.679,1144.429,1348.9389,775.408,1602.218,3586.7724,1137.339,3099.148,3426.0023,1601.648,1399.518
20140114,5853.2979,526.4313,1400.916,4123.16,5927.039,1251.193,3008.931,1788.2,887.78,2212.846,1164.347,1386.3054,789.861,1644.069,3582.5321,1163.556,3099.657,3464.1074,1630.352,1459.606
20140115,5949.5971,525.3865,1415.323,4111.23,6005.785,1242.136,3013.233,1825.21,907.481,2208.941,1181.079,1401.719,806.274,1672.263,3538.9409,1174.878,3066.989,3449.5003,1649.971,1485.489
20140116,5921.7965,527.1721,1395.163,4127.51,5968.071,1258.607,3009.213,1796.35,903.972,2211.844,1184.165,1377.3627,802.72,1652.518,3523.0159,1175.074,3114.588,3486.0253,1623.989,1477.099
20140117,5829.9427,525.2826,1395.509,4113.68,5882.201,1224.837,2966.148,1764.27,888.372,2178.488,1164.051,1383.0439,788.627,1653.912,3482.5985,1161.215,3048.822,3468.6426,1630.968,1475.541
20140120,5810.3639,522.9769,1372.736,4093.33,5811.121,1213.021,2955.167,1729.43,883.713,2165.993,1149.082,1361.1994,788.472,1639.937,3455.3323,1152.119,3025.157,3450.4046,1597.241,1453.89
20140121,5872.306,533.8911,1407.152,4180.11,5849.904,1224.885,2985.949,1759.24,893.299,2187.41,1164.02,1400.7852,797.127,1690.709,3476.9164,1168.681,3049.362,3510.684,1663.586,1487.663
20140122,6034.4107,548.6805,1431.741,4299.94,5961.283,1253.99,3068.242,1799.06,916.921,2243.796,1191.328,1422.1471,820.9,1729.375,3541.9093,1196.08,3119.165,3598.2119,1706.082,1520.084
20140123,6087.3599,543.8157,1461.525,4258.39,5962.927,1244.752,3063.238,1801.1,922.456,2231.889,1194.123,1453.7757,824.935,1762.868,3496.3884,1206.511,3094.827,3557.2871,1767.048,1540.511
20140124,6162.2626,550.5792,1484.432,4306.24,6038.28,1258.061,3095.124,1822.14,933.714,2245.678,1220.148,1478.8622,833.112,1785.834,3495.5343,1219.291,3145.456,3574.6441,1787.769,1564.08
20140127,6139.2189,535.3563,1477.669,4192.83,5975.843,1257.674,3053.099,1812.5,929.634,2215.919,1225.406,1467.6946,829.629,1786.277,3466.2212,1206.552,3122.658,3467.3247,1784.341,1584.988
20140128,6094.4949,539.3865,1471.34,4222.58,5995.746,1242.683,3048.451,1762.11,920.923,2219.855,1228.114,1463.9351,820.898,1771.322,3509.8145,1202.333,3122.389,3489.6027,1763.285,1576.915
20140129,6221.3404,544.2122,1496.527,4257.69,6046.134,1240.028,3048.569,1760.41,941.816,2227.781,1236.885,1487.7213,840.902,1821.261,3547.6932,1212.159,3119.208,3513.0218,1815.718,1618.361
20140130,6307.246,536.3717,1495.978,4201.56,6030.416,1226.865,3007.637,1735.23,962.875,2202.45,1220.681,1485.095,857.34,1815.023,3507.8945,1202.273,3089.937,3469.0989,1832.368,1595.58
20140207,6558.3735,540.4562,1532.687,4227.32,6041.207,1237.848,3033.111,1815.96,998.748,2212.483,1251.523,1521.1869,892.499,1872.615,3495.7535,1231.013,3108.374,3463.6559,1887.253,1666.819
20140210,6726.9129,553.3462,1553.415,4335.01,6230.622,1267.883,3123.542,1869.23,1019.692,2267.534,1334.269,1538.2137,911.58,1909.446,3537.164,1271.475,3222.279,3545.5547,1899.767,1714.439
20140211,6664.9113,555.3085,1527.151,4353.97,6252.885,1294.36,3132.172,1857.46,1006.141,2285.562,1339.073,1507.5338,901.577,1883.958,3620.75,1272.822,3270.221,3571.7734,1856.562,1706.005
20140212,6679.6707,556.0996,1539.966,4364.31,6298.141,1287.575,3153.529,1880.27,1010.355,2291.246,1354.039,1515.7224,904.164,1886.12,3622.2202,1290.563,3265.428,3568.1176,1846.534,1726.704
20140213,6471.5312,548.4493,1485.131,4305.8,6160.4,1279.516,3121.377,1859.66,977.07,2279.554,1350.933,1454.4383,873.127,1828.339,3677.6808,1273.137,3275.613,3532.2859,1783.447,1675.197
20140214,6551.6437,551.1313,1515.784,4325.86,6280.754,1289.582,3144.714,1879.84,987.701,2295.575,1371.724,1485.0076,882.48,1859.269,3659.7094,1288.945,3302.566,3548.1456,1820.925,1729.419
20140217,6817.3409,555.9349,1558.616,4362.16,6363.427,1304.833,3177.557,1888.57,1031.68,2311.647,1414.506,1523.3767,921.769,1909.787,3637.4367,1319.134,3338.479,3581.988,1854.638,1779.213
20140218,6784.3904,537.8973,1545.341,4227.64,6379.571,1289.559,3137.744,1883.42,1024.561,2282.442,1412.619,1503.6901,917.705,1904.871,3568.5823,1326.061,3278.394,3477.6979,1844.904,1778
20140219,6707.7436,539.3788,1544.402,4242.75,6431.242,1303.069,3164.962,1872.37,1011.625,2308.656,1400.143,1502.4706,907.465,1893.83,3675.0021,1321.884,3301.62,3502.058,1836.652,1773.036
20140220,6572.722,525.8344,1515.164,4139.53,6359.665,1313.413,3123.574,1845.44,988.249,2287.436,1375.3,1478.1625,886.582,1857.502,3621.7042,1294.503,3277.044,3427.3228,1799.005,1737.685
20140221,6584.6772,514.4914,1519.665,4057.12,6347.532,1280.913,3094.952,1829.88,988.954,2264.294,1370.857,1484.034,888.535,1858.308,3586.9005,1290.183,3263.037,3381.0505,1802.541,1740.275
20140224,6562.5065,506.7037,1540.026,3985.24,6403.905,1246.721,3030.768,1875.81,985.141,2214.509,1370.376,1497.5064,884.37,1875.035,3491.744,1298.902,3204.32,3324.3275,1831.615,1758.364
