date,399967.SZ,399975.CSI,399006.SZ,399707.CSI,399394.SZ,399990.SZ,399004.SZ,399811.CSI,399973.CSI,000300.SH,399976.CSI,399673.SZ,399959.SZ,399970.CSI,399986.CSI,000827.SH,399395.SZ,399966.SZ,399971.CSI,399803.SZ
20140225,6185.1032,491.206,1472.691,3868.3,6246.808,1210.24,2928.136,1770.92,926.761,2157.909,1312.332,1433.8072,832.987,1788.569,3449.0067,1233.781,3119.285,3234.917,1756.335,1692.391
20140226,6178.4475,487.7681,1465.985,3842.81,6277.541,1217.883,2939.435,1756.46,916.371,2163.405,1365.251,1418.1457,831.345,1779.825,3461.5639,1244.005,3227.006,3219.6831,1723.132,1701.509
20140227,6128.1838,485.1477,1414.657,3823.72,6068.215,1202.48,2885.274,1724.49,914.514,2154.108,1375.03,1360.4651,831.892,1728.716,3508.1644,1234.26,3157.278,3220.1969,1657.384,1689.112
20140228,6206.104,508.191,1434.894,3986.16,6092.066,1207.303,2946.196,1754.41,931.119,2178.971,1427.103,1380.9832,844.641,1747.027,3487.8101,1252.885,3212.384,3324.9071,1675.316,1690.845
20140303,6377.1931,502.0145,1465.139,3940.99,6169.208,1215.397,2969.22,1770.26,957.978,2190.37,1454.703,1412.3273,868.644,1765.434,3462.5084,1292.394,3256.398,3289.1146,1706.529,1728.339
20140304,6417.6128,502.5535,1460.452,3940.35,6122.812,1208.619,2953.913,1749.03,969.702,2184.273,1459.374,1405.9315,876.061,1753.2,3480.0516,1284.794,3270.684,3289.664,1695.229,1721.001
20140305,6348.8664,496.2002,1464.578,3898.82,6064.661,1226.43,2933.183,1748.39,957.581,2163.976,1448.399,1409.7711,864.488,1759.642,3432.1361,1271.463,3229.337,3249.3731,1686.182,1725.925
20140306,6287.7605,500.754,1462.528,3930.36,6008.881,1214.183,2947.713,1734.45,945.358,2173.634,1429.087,1406.2165,854.446,1759.682,3462.7177,1261.687,3208.532,3280.834,1694.164,1711.971
20140307,6271.8502,496.1368,1460.611,3896.08,6075.323,1211.358,2936.211,1731.85,944.854,2168.358,1434.657,1405.1027,851.978,1744.04,3449.8819,1258.431,3237,3244.0041,1688.093,1707.092
20140310,5996.7497,480.6715,1407.073,3768.74,5928.11,1166.843,2843.538,1662.45,899.798,2097.787,1375.059,1354.1483,810.549,1654.376,3347.4438,1214.537,3088.226,3133.2193,1605.964,1620.518
20140311,5965.8177,482.884,1395.813,3787.79,5984.457,1177.626,2868.162,1684.03,897.088,2108.661,1352.019,1343.1588,806.631,1645.297,3348.3936,1209.794,3097.103,3143.6859,1607.36,1595.392
20140312,5939.2464,477.3459,1399.266,3747.56,5971.3,1180.625,2874.982,1704.95,893.459,2114.134,1345.09,1346.9994,804.804,1643.216,3391.131,1207.148,3134.082,3128.1755,1621.56,1585.587
20140313,6054.9775,483.8775,1436.856,3801.6,6043.907,1192.435,2908.952,1733.56,913.858,2140.333,1358.802,1381.4184,823.364,1670.165,3439.9844,1229.632,3141.387,3162.8487,1646.473,1624.09
20140314,6011.2161,481.7592,1434.021,3779.84,6000.297,1175.051,2880.722,1733.33,905.721,2122.836,1348.628,1381.7726,814.565,1672.864,3411.245,1221.371,3122.666,3142.7648,1649.984,1611.262
20140317,6138.9027,483.1006,1477.415,3793.97,6107.873,1195.542,2922.65,1760.18,926.452,2143.038,1395.297,1423.947,829.126,1707.018,3414.0019,1250.236,3161.64,3159.556,1695.426,1664.307
20140318,6125.2663,480.0575,1485.64,3772.36,6119.293,1193.911,2909.302,1756.79,922.436,2138.133,1400.861,1427.9642,825.523,1716.751,3393.2706,1261.776,3148.035,3138.9097,1710.407,1679.216
20140319,6139.4888,476.6434,1466.217,3743.2,6080.805,1203.111,2868.267,1724.26,922.126,2120.87,1395.988,1405.3085,824.907,1703.143,3378.0012,1253.291,3124.675,3113.4536,1692.077,1669.635
20140320,5940.9684,468.2526,1417.658,3682.23,5933.912,1177.748,2801.36,1671.76,890.795,2086.967,1337.203,1359.2137,794.347,1634.231,3362.4214,1215.761,3054.622,3077.5946,1630.757,1602.865
20140321,6035.8343,490.3662,1419.84,3857.57,6004.172,1223.111,2882.193,1701.39,906.861,2158.798,1362.667,1361.3559,809.868,1666.176,3530.8123,1237.787,3128.253,3212.7734,1654.262,1621.21
20140324,6030.4308,501.3891,1397.294,3939.88,5985.994,1235.88,2896.608,1700.65,905.362,2176.554,1364.011,1341.2601,810.523,1659.504,3549.1861,1242.283,3151.439,3272.5814,1636.27,1597.436
20140325,6044.9402,500.7271,1394.824,3930.78,5971.815,1232.256,2894.236,1701,906.657,2174.44,1359.29,1338.7329,812.99,1665.294,3515.0673,1235.338,3161.756,3260.2326,1654.197,1604.765
20140326,6022.0547,496.4863,1417.614,3897.14,6043.153,1222.205,2896.385,1730.78,903.089,2171.047,1381.506,1359.4956,807.887,1682.68,3513.1829,1246.239,3174.66,3241.026,1665.031,1618.239
20140327,5888.3658,490.3489,1367.964,3847.88,5954.865,1207.403,2859.329,1685.37,885.401,2155.707,1348.413,1306.5939,791.253,1630.772,3545.4888,1217.921,3124.812,3219.3109,1609.804,1573.524
20140328,5708.0865,487.3548,1330.5,3831.54,5838.458,1187.178,2843.106,1645.26,856.353,2151.965,1311.88,1273.2863,763.665,1581.872,3570.0628,1181.962,3120.951,3212.6971,1558.005,1527.95
20140331,5720.8462,483.37,1327.8,3796.62,5808.458,1179.253,2845.029,1646.88,861.292,2146.305,1301.134,1272.4209,769.954,1566.473,3554.598,1173.283,3101.664,3194.3023,1542.131,1513.589
20140401,5797.0108,488.8939,1355.051,3842.79,5853.811,1192.82,2884.056,1694.28,871.294,2163.115,1321.065,1300.5832,777.715,1598.059,3552.2553,1197.603,3117.523,3226.8244,1568.991,1551.021
20140402,5753.5306,491.5465,1327.983,3861.85,5798.347,1204.176,2901.013,1713.24,863.168,2180.727,1311.598,1275.5201,770.837,1587.606,3591.4292,1193.438,3137.394,3257.2607,1548.126,1536.225
20140403,5749.3028,493.3017,1326.1764,3871.97,5782.6704,1191.626,2889.3148,1711.95,863.036,2165.008,1308.697,1274.5584,769.5271,1598.416,3539.5306,1194.022,3132.2927,3258.4555,1551.067,1542.683
20140404,5844.445,500.917,1346.738,3926,5832.606,1204.181,2918.392,1749.42,877.487,2185.472,1328.108,1295.8193,782.107,1622.973,3570.7179,1205.847,3174.098,3296.706,1574.894,1561.367
20140408,5994.795,514.2582,1351.183,4033.95,5925.875,1233.206,2967.775,1753.86,903.641,2237.316,1341.723,1302.4267,808.131,1634.456,3706.2509,1215.171,3222.183,3387.74,1582.679,1574.336
20140409,6035.287,511.2554,1370.462,4009.07,5971.634,1243.043,2977.873,1779.54,908.225,2238.62,1355.618,1321.0187,810.933,1660.915,3688.2868,1226.278,3223.358,3367.997,1616.345,1594.596
20140410,6050.781,533.4753,1381.142,4208.53,5980.632,1254.487,2994.158,1803.99,911.53,2273.761,1373.565,1328.4544,813.531,1676.741,3728.2892,1234.057,3236.508,3543.798,1625.644,1604.381
20140411,6047.885,529.6265,1363.899,4181.67,6013.488,1251.884,2996.715,1785.28,912.028,2270.666,1363.708,1311.6023,813.823,1671.453,3735.3666,1222.566,3218.877,3505.963,1616.818,1579.554
20140414,6085.983,527.9446,1372.728,4166.24,6029.618,1265.914,3004.464,1789.53,916.32,2268.613,1379.766,1326.6122,816.882,1678.054,3705.79,1232.736,3239.584,3482.743,1634.752,1587.24
20140415,6058.495,515.2421,1369.889,4062.26,5989.001,1259.509,2957.769,1768.48,914.256,2229.463,1366.847,1323.2801,813.42,1671.957,3620.0202,1221.38,3199.515,3400.063,1626.412,1583.275
20140416,6054.958,519.2674,1359.304,4097.99,5976.126,1267.127,2959.778,1775.72,916.461,2232.526,1361.019,1313.4049,813.755,1673.04,3631.8687,1218.492,3180.317,3420.823,1621.918,1573.147
20140417,6020.384,519.7029,1367.591,4097.06,5949.532,1255.118,2957.919,1805.3,909.055,2224.803,1363.031,1322.9547,807.559,1679.214,3616.0145,1215.749,3171.957,3410.692,1631.538,1587.171
20140418,6035.239,521.9277,1377.419,4124.07,5962.875,1256.293,2958.057,1813.95,911.743,2224.479,1373.118,1331.1601,810.292,1683.476,3611.9118,1221.249,3179.428,3419.992,1642.574,1589.846
20140421,5925.53,509.1779,1363.851,4015.4,5892.174,1233.824,2912.917,1803.38,893.05,2187.248,1355.263,1315.2031,792.784,1655.257,3560.3707,1204.657,3125.743,3340.742,1622.868,1570.113
20140422,5895.491,513.4279,1336.187,4047.2,5824.518,1234.664,2911.358,1759.57,890.698,2196.795,1335.348,1286.421,788.355,1634.709,3624.4347,1187.944,3123.183,3368.444,1607.066,1546.701
20140423,6004.118,507.8456,1326.438,4007.26,5804.994,1235.103,2918.859,1758.43,912.887,2194.668,1319.439,1278.5505,808.569,1616.804,3622.3822,1183.608,3129.437,3335.932,1584.214,1533.462
20140424,5934.736,507.5891,1319.505,4002.89,5734.615,1233.985,2911.83,1743.01,902.444,2190.474,1307.164,1274.5716,797.354,1598.721,3617.5367,1171.667,3111.429,3341.862,1575.338,1512.229
20140425,5795.168,502.8207,1291.903,3955.11,5653.39,1210.419,2871.194,1697.34,879.247,2167.826,1282.894,1245.7175,777.635,1556.668,3622.0318,1148.802,3075.938,3309.346,1536.501,1487.401
20140428,5604.02,494.7646,1257.263,3892.54,5500.817,1170.63,2828.515,1642.79,846.082,2134.969,1246.546,1211.7379,748.657,1505.104,3605.8643,1112.715,3021.059,3254.793,1488.281,1438.102
20140429,5656.925,505.4357,1266.543,3974.02,5562.479,1197.574,2865.864,1678.34,852.507,2158.47,1262.154,1223.7922,757.278,1527.295,3627.52,1130.526,3052.94,3319.573,1511.766,1452.11
20140430,5688.992,503.7262,1283.209,3959.08,5637.755,1197.102,2862.594,1696.08,856.767,2158.659,1268.977,1243.9064,761.176,1545.029,3614.331,1139.909,3046.092,3314.859,1535.31,1457.659
20140505,5743.617,508.2715,1302.146,3994.87,5677.8,1208.093,2869.638,1734.8,867.055,2156.47,1274.649,1264.4164,769.219,1570.933,3580.6605,1148.542,3065.595,3336.08,1549.547,1474.823
20140506,5795.119,506.1869,1316.858,3978.62,5698.748,1213.358,2877.533,1761.13,872.777,2157.328,1278.729,1278.5954,774.45,1590.681,3568.7161,1155.333,3072.564,3330.555,1565.428,1493.982
20140507,5723.485,506.1085,1290.025,3972.63,5628.34,1195.995,2842.26,1734.04,863.018,2137.316,1251.4,1249.9832,765.88,1551.59,3550.7882,1130.094,3049.733,3321.096,1529.309,1466.634
20140508,5720.822,509.7194,1279.837,3999.47,5623.58,1217.337,2830.815,1722.23,865.055,2135.496,1245.724,1239.8366,766.275,1552.979,3559.7839,1128.908,3059.878,3334.137,1525.128,1460.023
20140509,5653.201,514.0566,1258.584,4022.98,5594.686,1229.508,2829.265,1696.72,853.904,2133.911,1233.784,1220.4591,758.346,1532.613,3566.6437,1122.496,3111.592,3349.946,1502.706,1434.118
20140512,5783.729,528.8212,1278.282,4147.98,5660.618,1323.292,2892.239,1739.59,874.361,2180.054,1270.018,1239.8284,778.643,1573.952,3614.6563,1150.078,3275.588,3441.926,1533.146,1463.045
20140513,5820.711,525.1829,1276.244,4124.08,5644.556,1288.702,2887.896,1724.76,880.652,2174.852,1262.288,1238.4691,784.264,1575.724,3602.7553,1143.895,3217.158,3423.023,1543.773,1463.012
20140514,5800.58,526.208,1278.661,4131.74,5659.369,1277.656,2891.084,1724.31,876.132,2172.372,1261.168,1242.9588,779.772,1579.757,3600.4208,1142.209,3184.307,3429.032,1539.81,1459.648
20140515,5759.691,512.4346,1253.879,4026.89,5573.4,1245.371,2839.604,1683.39,872.695,2144.084,1232.086,1216.4835,777.581,1535.913,3591.0547,1117.157,3125.199,3360.044,1514.527,1425.706
20140516,5754.894,505.9314,1226.473,3971,5527.218,1242.771,2844.052,1680.68,873.937,2145.952,1233.411,1183.4848,781.813,1526.285,3602.1669,1113.113,3129.601,3329.093,1488.919,1415.386
20140519,5708.46,494.4919,1228.371,3881.88,5463.148,1228.307,2817.523,1660.58,867.244,2115.143,1226.974,1188.9503,775.098,1528.826,3540.9136,1109.356,3119.695,3254.685,1492.396,1407.835
20140520,5718.388,496.2904,1244.647,3899.59,5476.338,1223.521,2818.123,1666.16,868.469,2115.771,1229.851,1204.6174,773.421,1542.72,3542.2685,1111.519,3094.959,3268.496,1506.245,1425.054
20140521,5775.312,501.359,1257.796,3938.54,5518.714,1250.453,2843.89,1691.93,875.981,2135.905,1243.074,1216.6727,779.597,1559.476,3565.0599,1121.748,3115.422,3300.973,1514.337,1449.265
20140522,5798.743,498.8707,1269.513,3924.74,5533.451,1235.343,2839.398,1687.12,876.821,2130.868,1245.354,1228.3989,776.349,1561.506,3569.6397,1123.118,3091.352,3292.626,1522.31,1444.565
20140523,5875.9,503.7103,1295.998,3966.04,5584.384,1230.666,2867.011,1697.06,881.507,2148.414,1256.245,1258.2568,780.318,1596,3598.752,1133.288,3104.487,3322.535,1554.301,1477.061
20140526,5967.567,502.8198,1320.759,3957.04,5697.393,1243.275,2884.59,1706.62,894.779,2155.976,1285.081,1281.9013,791.118,1614.142,3602.6993,1148.737,3125.217,3316.493,1578.986,1502.953
20140527,5917.748,497.5547,1306.284,3909.22,5674.078,1232.376,2874.054,1701.64,886.505,2147.28,1282.259,1266.5973,783.794,1604.377,3595.3016,1142.867,3107.101,3292.432,1560.306,1495.539
20140528,6044.408,507.8991,1338.971,3991.3,5727.579,1244.179,2916.901,1726.63,900.563,2169.352,1298.297,1301.2675,796.538,1644.507,3616.3171,1157.349,3125.444,3353.659,1597.04,1536.958
20140529,5968.764,497.4788,1314.212,3914.56,5703.868,1223.159,2889.623,1701.75,891.822,2155.164,1280.447,1272.8941,785.459,1608.349,3600.707,1144.325,3091.969,3312.915,1564.84,1517.265
20140530,6082.235,499.7497,1318.127,3931.33,5705.883,1224.267,2900.708,1713.77,912.573,2156.464,1279.183,1277.7231,801.727,1618.649,3595.8903,1144.063,3119.072,3319.379,1567.194,1522.276
20140603,6049.785,496.6792,1319.625,3910.97,5714.801,1225.747,2892.119,1710.57,908.48,2149.918,1277.768,1280.2787,798.718,1615.563,3599.409,1137.86,3118.811,3306.89,1574.474,1513.149
20140604,5978.813,491.7914,1321.718,3876.55,5645.111,1213.909,2855.793,1692.36,896.747,2128.274,1259.449,1285.0886,789.341,1608.043,3571.4538,1135.654,3068.957,3274.319,1578.3,1488.565
20140605,6044.851,497.2251,1355.482,3919.66,5708.761,1224.605,2892.407,1700.7,904.462,2150.602,1272.958,1322.4805,797.504,1649.908,3612.0091,1146.738,3094.01,3315.229,1631.096,1512.028
20140606,5994.17,492.5831,1350.447,3886.91,5712.938,1217.224,2880.568,1715.23,896.561,2134.716,1272.177,1315.7019,790.678,1640.462,3579.6484,1146.115,3075.46,3289.64,1615.546,1513.377
20140609,5941.464,490.0556,1326.675,3862.55,5698.241,1213.017,2873.38,1699.12,892.799,2134.281,1266.678,1288.3187,785.669,1628.291,3591.5392,1139.028,3071.822,3285.291,1594.531,1501.234
20140610,6040.588,500.3791,1353.871,3946.09,5742.481,1227.837,2919.05,1740.31,904.274,2161.268,1279.383,1319.0764,795.636,1660.627,3636.1668,1153.339,3094.706,3350.204,1625.859,1535.648
20140611,6075.494,496.9209,1367.388,3918.32,5797.204,1232.035,2924.382,1749.85,907.5,2160.766,1287.925,1334.9176,797.893,1667.431,3624.9093,1168.911,3120.333,3326.48,1629.1,1552.945
20140612,6176.444,494.9142,1363.739,3901.98,5778.439,1229.048,2912.206,1738.46,924.565,2153.41,1283.33,1329.49,809.88,1664.29,3613.6324,1161.018,3117.373,3313.66,1621.742,1552.5
20140613,6254.631,501.0038,1382.733,3949.06,5806.649,1239.756,2948.238,1764.5,937.411,2176.242,1317.695,1346.7323,818.5,1677.585,3674.3261,1178.032,3140.723,3364.702,1642.369,1584.644
20140616,6344.479,504.2548,1395.611,3982.57,5790.784,1248.386,2963.488,1774.59,952.494,2191.855,1328.099,1361.5433,830.19,1688.823,3722.4367,1189.153,3150.583,3390.251,1659.041,1595.062
20140617,6238.743,497.1926,1377.431,3930.58,5737.598,1233.8,2932.662,1749.09,933.281,2169.674,1313.617,1343.5334,814.815,1663.326,3687.2023,1179.515,3123.679,3346.675,1636.353,1587.968
20140618,6245.782,494.1438,1363.991,3908.92,5718.245,1234.32,2918.209,1750.63,937.082,2160.239,1313.298,1328.835,817.103,1643.881,3665.281,1174.003,3160.275,3325.021,1620.267,1571.259
20140619,6058.518,482.3739,1320.655,3826.64,5617.706,1193.991,2861.823,1700.95,911.758,2126.907,1279.579,1281.122,794.293,1584.743,3633.6787,1149.955,3086.628,3263.74,1566.525,1509.014
20140620,6133.016,483.8756,1333.982,3844.96,5650.885,1199.687,2877.098,1713.1,920.741,2136.729,1295.22,1294.979,801.872,1595.39,3642.449,1160.735,3120.216,3279.576,1574.95,1535.892
20140623,6217.579,483.5138,1361.283,3839.01,5678.865,1213.807,2884.747,1712.78,936.052,2134.11,1313.127,1324.144,813.701,1615.402,3620.0645,1170.163,3186.965,3268.571,1603.404,1558.346
20140624,6330.177,486.6567,1369.439,3868,5735.383,1215.817,2904.854,1715.09,955.869,2144.821,1329.759,1331.381,830.836,1622.649,3603.1434,1175.832,3221.1,3293.705,1612.792,1572.001
20140625,6286.773,483.3271,1358.708,3838.89,5718.912,1219.926,2891.556,1703.99,949.73,2133.371,1325.848,1322.781,825.654,1607.335,3584.7568,1172.564,3176.239,3266.312,1605.896,1561.293
20140626,6389.271,488.5769,1386.273,3878.92,5776.491,1223.852,2924.207,1730.75,963.227,2149.076,1344.321,1353.698,837.061,1635.489,3599.5305,1185.209,3188.753,3295.46,1628.538,1603.217
20140627,6496.688,489.6712,1388.815,3890.16,5796.457,1226.655,2935.106,1726.67,981.16,2150.258,1367.665,1355.838,854.741,1642.599,3583.6811,1191.222,3187.874,3279.763,1640.486,1605.129
20140630,6758.531,493.3808,1404.71,3915.74,5840.713,1227.651,2949.707,1751.3,1028.643,2165.118,1381.447,1369.058,893.922,1661.803,3602.5526,1199.495,3208.115,3309.886,1651.887,1626.196
20140701,6735.678,492.5436,1411.736,3906.32,5845.79,1235.862,2947.107,1754.84,1024.403,2164.559,1393.016,1375.426,889.148,1676.47,3602.1674,1208.368,3243.98,3299.235,1667.009,1641.326
20140702,6901.012,497.4963,1419.937,3940.15,5883.2,1252.977,2955.461,1765.02,1049.077,2170.867,1398.984,1380.043,911.869,1690.124,3609.7703,1215.555,3242.924,3328.271,1672.942,1647.689
20140703,6846.042,497.8639,1422.603,3945.53,5979.062,1249.878,2966.237,1770.89,1038.252,2180.192,1426.752,1373.526,903.573,1693.336,3608.807,1226.154,3294.438,3338.558,1662.591,1643.358
20140704,6817.467,495.8873,1411.638,3931.95,5923.202,1244.836,2959.874,1766.11,1035.83,2178.695,1420.424,1365.248,898.765,1682.863,3607.612,1218.708,3273.289,3342.264,1661.057,1660.269
20140707,6978.348,495.1349,1393.889,3923.94,5881.286,1246.933,2951.677,1737.58,1067.677,2176.289,1414.757,1344.188,925.427,1672.234,3607.9742,1215.464,3245.675,3348.111,1644.307,1650.666
20140708,6996.693,494.5389,1410.725,3920.81,5909.735,1248.18,2966.606,1745.65,1066.087,2180.473,1441.352,1364.576,924.33,1681.17,3612.141,1225.109,3272.704,3344.604,1656.777,1661.495
20140709,7022.253,486.2701,1384.579,3859.79,5807.02,1226.59,2911.595,1722.51,1076.679,2148.71,1420.991,1336.159,931.917,1645.644,3560.93,1203.757,3250.909,3294.853,1621.292,1628.334
20140710,6957.016,486.4249,1363.882,3861.31,5813.196,1230.2,2895.446,1684.64,1071.982,2142.847,1432.881,1312.482,928.866,1630.347,3540.5884,1201.098,3272.393,3285.283,1604.657,1599.888
20140711,7141.92,489.8098,1359.342,3889.18,5823.018,1239.052,2910.637,1692.63,1106.624,2148.009,1445.06,1309.704,959.023,1639.766,3498.2426,1208.839,3298.676,3302.424,1609.758,1622.002
20140714,7147.56,496.718,1367.07,3944.83,5855.267,1249.612,2947.889,1713.81,1099.544,2171.758,1497.359,1316.71,957.727,1648.573,3512.592,1234.74,3357.19,3351.709,1607.086,1646.008
20140715,7156.812,495.2886,1341.269,3935.14,5873.501,1255.31,2951.702,1709.8,1105.97,2174.976,1496.348,1292.563,962.542,1634.203,3520.6256,1229.044,3337.439,3344.532,1575.836,1627.941
20140716,6843.777,494.4353,1318.615,3929.29,5820.57,1249.749,2931.043,1687.21,1051.078,2170.868,1467.963,1270.528,915.741,1612.506,3522.1015,1218.193,3315.331,3335.913,1556.844,1602.635
20140717,6776.178,492.0386,1312.809,3914.36,5781.3,1245.563,2909.238,1676.26,1035.808,2157.068,1453.918,1261.508,904.207,1598.846,3493.3576,1210.909,3324.052,3322.994,1536.463,1601.624
20140718,6733.897,495.8169,1305.922,3947.17,5783.553,1250.542,2924.565,1667.32,1028.948,2164.144,1453.305,1251.121,897.178,1593.411,3482.024,1214.674,3324.502,3339.305,1529.021,1586.729
20140721,6814.84,492.0322,1306.965,3917.46,5819.048,1245.565,2930.171,1670.78,1047.526,2166.295,1460.378,1251.144,913.042,1597.416,3470.6247,1206.677,3297.931,3329.381,1535.408,1579.113
20140722,6854.642,499.682,1329.349,3981.37,5854.608,1265.161,2974.344,1684.08,1048.283,2192.698,1517.802,1275.973,914.536,1612.237,3505.3816,1227.405,3408.051,3386.221,1551.422,1605.288
20140723,6857.636,503.3561,1293.094,4013.68,5772.086,1275.659,2966.943,1657.17,1049.957,2197.833,1500.63,1241.065,915.799,1591.327,3517.5728,1213.829,3419.73,3427.528,1517.291,1570.095
20140724,6748.82,520.523,1271.879,4146.26,5761.61,1309.188,3002.359,1640.96,1029.386,2237.015,1488.675,1218.474,899.74,1581.401,3620.2054,1209.228,3462.009,3528.514,1499.901,1542.611
20140725,6798.627,527.9413,1285.768,4203.26,5788.586,1323.426,3037.158,1655.91,1034.422,2260.454,1501.737,1232.307,906.466,1595.936,3652.4368,1221.231,3567.561,3567.401,1518.028,1563.311
20140728,6990.575,554.3885,1314.527,4411.94,5871.039,1364.135,3115.688,1689.07,1071.31,2323.897,1523.274,1261.201,937.123,1627.724,3834.0165,1242.871,3660.75,3714.968,1554.287,1593.83
20140729,7141.462,556.1075,1331.764,4423.8,5917.276,1370.124,3140.705,1724.01,1096.309,2331.369,1557.744,1276.53,956.747,1639.313,3860.2107,1256.304,3667.159,3719.427,1567.442,1624.64
20140730,7244.881,558.6989,1342.738,4436.02,5965.807,1376.246,3136.012,1725.52,1109.786,2322.011,1563.862,1286.638,969.52,1647.247,3828.7948,1257.941,3639.671,3723.102,1573.966,1635.02
20140731,7296.294,566.9045,1344.544,4497.99,5998.698,1403.535,3172.631,1748.36,1121.137,2350.251,1580.522,1287.192,978.14,1657.572,3880.6801,1264.853,3738.494,3777.166,1584.883,1645.365
20140801,7138.519,554.0054,1325.938,4393.96,6017.875,1405.039,3142.085,1720.2,1096.565,2329.402,1553.567,1265.95,957.228,1633.932,3849.7027,1246.953,3654.135,3696.819,1556.418,1617.831
20140804,7266.575,576.2193,1329.821,4581.8,6051.476,1441.561,3192.015,1734.39,1113.958,2375.62,1574.877,1272.739,973.143,1649.785,3912.275,1266.095,3755.057,3837.651,1569.262,1633.011
20140805,7290.041,574.8738,1360.692,4562.47,6052.069,1457.863,3202.223,1750.76,1115.166,2369.353,1571.617,1306.656,975.151,1669.456,3876.3719,1273.084,3761.564,3811.056,1598.848,1666.816
20140806,7371.871,577.0418,1365.74,4578.2,6072.523,1453.794,3208.047,1777.13,1130.647,2363.221,1590.136,1308.867,990.152,1674.494,3831.9641,1285.573,3851.9,3800.02,1597.676,1677.237
20140807,7290.862,562.2443,1362.028,4458.83,6018.191,1414.05,3162.919,1766.1,1118.615,2327.457,1572.656,1308.132,981.545,1661.721,3769.4,1274.787,3802.047,3715.71,1591.212,1660.813
20140808,7349.797,562.4237,1377.445,4459.71,6034.059,1409.616,3175.537,1777.57,1129.16,2331.134,1577.844,1322.642,991.235,1679.333,3781.2333,1280.869,3829.419,3713.652,1609.962,1687.061
20140811,7471.009,572.6125,1397.784,4542.42,6116.67,1427.596,3224.047,1800.62,1147.497,2365.349,1600.008,1340.736,1006.621,1698.72,3833.9778,1300.989,3865.067,3786.225,1623.929,1706.325
20140812,7496.555,570.5327,1396.438,4521.31,6102.223,1425.595,3214.4,1826.26,1153.193,2357.052,1608.231,1337.362,1008.137,1714.881,3796.2852,1307.961,3863.185,3762.774,1625.256,1717.007
20140813,7415.099,573.1085,1384.309,4545.4,6081.118,1461.948,3210.757,1841.62,1140.019,2358.901,1602.288,1322.404,997.883,1715.972,3782.8727,1310.635,3872.594,3797.165,1613.47,1704.809
20140814,7372.219,564.1798,1380.303,4474.21,6054.056,1423.361,3173.955,1825.44,1124.031,2335.945,1584.455,1316.935,986.229,1709.951,3756.374,1305.485,3779.92,3743.042,1604.11,1714.976
20140815,7458.846,577.8681,1392.451,4570.38,6110.867,1435.827,3216.049,1849.95,1135.956,2360.635,1597.011,1329.088,994.432,1736.922,3774.5689,1316.448,3789.502,3826.741,1621.47,1740.576
20140818,7550.298,580.7593,1428.739,4589.38,6179.899,1456.061,3250.413,1877.3,1147.83,2374.562,1623.554,1365.638,1002.695,1774.399,3777.3298,1335.471,3824.315,3833.044,1673.286,1764.375
20140819,7632.261,574.7681,1436.396,4542.23,6173.012,1467.662,3254.929,1877.64,1160.877,2374.768,1644.279,1373.826,1011.472,1783.805,3777.2773,1337.14,3830.088,3800.803,1700.321,1776.543
20140820,7619.32,574.6076,1427.404,4537,6153.367,1460.946,3251.481,1871.73,1159.915,2366.14,1643.27,1363.986,1006.188,1775.747,3755.663,1333.718,3820.042,3782.013,1687.038,1768.356
20140821,7670.291,566.0603,1447.881,4466.94,6141.809,1453.281,3251.299,1875.16,1166.683,2354.244,1631.813,1391.32,1008.327,1791.611,3720.0468,1338.287,3815.699,3737.664,1743.685,1779.905
20140822,7722.353,570.0111,1461.722,4500.74,6190.589,1458.51,3271.248,1881.75,1170.475,2365.364,1631.372,1404.595,1011.593,1802.613,3740.5275,1352.696,3819.119,3761.113,1749.124,1807.737
20140825,7606.019,560.3516,1443.806,4428.43,6135.765,1433.633,3229.952,1866.62,1149.762,2342.863,1610.67,1382.484,994.929,1782.855,3704.1073,1341.758,3792.365,3697.616,1731.959,1789.938
20140826,7466.429,552.592,1411.15,4367.75,6040.129,1407.366,3185.59,1839.64,1131.441,2324.092,1588.162,1351.383,979.957,1753.223,3712.9408,1315.656,3716.948,3664.468,1700.92,1759.876
20140827,7657.174,553.3355,1420.54,4371.54,6033.945,1404.936,3195.259,1851.57,1166.514,2327.595,1594.495,1361.021,1007.801,1766.631,3708.1615,1320.954,3715.912,3663.259,1705.587,1775.55
20140828,7511.509,553.0602,1403.795,4369.64,5997.147,1409.001,3159.333,1831.95,1138.791,2311.278,1578.048,1343.892,989.586,1753.538,3662.0341,1316.568,3685.466,3657.618,1692.039,1757.614
20140829,7737.701,560.6446,1424.469,4434.64,6042.556,1411.606,3196.495,1871.23,1178.195,2338.287,1600.496,1360.18,1020.727,1771.956,3704.0286,1332.795,3702.881,3702.142,1699.13,1778.233
20140901,7977.101,563.3329,1452.843,4454.96,6113.358,1423.085,3237.838,1907.59,1219.533,2355.317,1628.843,1387.907,1055.712,1804.818,3705.4383,1357.467,3750.285,3722.647,1732.291,1825.623
20140902,8292.649,577.4809,1465.033,4563.39,6165.074,1448.766,3276.267,1931.87,1277.322,2386.46,1648.532,1399.774,1102.673,1831.827,3761.8689,1374.285,3810.853,3794.975,1746.907,1844.026
20140903,8321.963,577.0937,1477.673,4563.97,6205.689,1465.952,3303.122,1932.09,1284.532,2408.838,1657.158,1412.588,1106.823,1849.77,3793.5519,1387.442,3831.852,3808.068,1781.344,1854.994
